Vehicle_ID,Model_Year,Brand,Model,Electric_Vehicle_Type,CAFV_Eligibility,Electric_Range,Base_MSRP,Vehicle_Age,Price_Category,Range_Category,Vehicle_Type
104840,2019,Ola Electric,S1 Pro,BEV,Eligible,296,2860346,7,Midrange,Medium,2 Wheeler
104841,2019,Tvs Motor,S1 Pro,BEV,Eligible,230,3513459,7,Premium,Medium,2 Wheeler
104842,2019,Ather Energy,450X,BEV,Eligible,276,2455610,7,Midrange,Medium,2 Wheeler
104843,2019,Tvs Motor,Kona Ev,PHEV,Eligible,431,2899263,7,Midrange,Long,4 Wheeler
104844,2019,Ather Energy,Xuv400,PHEV,Eligible,391,3228148,7,Premium,Medium,4 Wheeler
104845,2019,Ola Electric,450X,BEV,Eligible,365,2641560,7,Midrange,Medium,2 Wheeler
104846,2019,Hyundai Ev,Iqube,BEV,Eligible,292,3670758,7,Premium,Medium,2 Wheeler
104847,2019,Mahindra Electric,Kona Ev,BEV,Eligible,509,2353235,7,Midrange,Long,4 Wheeler
104848,2019,Mahindra Electric,Zs Ev,BEV,Eligible,467,3897555,7,Premium,Long,4 Wheeler
104849,2019,Ola Electric,Xuv400,BEV,Not Eligible,232,4430043,7,Premium,Medium,4 Wheeler
104850,2019,Hyundai Ev,450X,BEV,Eligible,319,3819286,7,Premium,Medium,2 Wheeler
104851,2019,Mg Motor India,450X,BEV,Eligible,122,3320018,7,Premium,Short,2 Wheeler
104852,2019,Ather Energy,Atto 3,BEV,Eligible,264,3843896,7,Premium,Medium,4 Wheeler
104853,2019,Ather Energy,Kona Ev,BEV,Eligible,353,2632473,7,Midrange,Medium,4 Wheeler
104854,2019,Tvs Motor,S1 Pro,PHEV,Not Eligible,395,1577640,7,Midrange,Medium,2 Wheeler
104855,2019,Ola Electric,450X,BEV,Not Eligible,216,4086231,7,Premium,Medium,2 Wheeler
104856,2019,Hyundai Ev,S1 Pro,BEV,Eligible,296,4142694,7,Premium,Medium,2 Wheeler
104857,2019,Ola Electric,Xuv400,BEV,Eligible,208,2161517,7,Midrange,Medium,4 Wheeler
104858,2019,Hyundai Ev,Iqube,BEV,Eligible,359,2533539,7,Midrange,Medium,2 Wheeler
104859,2019,Ather Energy,Iqube,BEV,Eligible,495,2377838,7,Midrange,Long,2 Wheeler
104860,2019,Mahindra Electric,Atto 3,BEV,Eligible,507,1363513,7,Budget,Long,4 Wheeler
104861,2019,Ola Electric,Zs Ev,BEV,Not Eligible,122,2571742,7,Midrange,Short,4 Wheeler
104862,2019,Tvs Motor,450X,BEV,Eligible,370,3303676,7,Premium,Medium,2 Wheeler
104863,2019,Mahindra Electric,450X,BEV,Not Eligible,426,2589681,7,Midrange,Long,2 Wheeler
104864,2019,Hyundai Ev,Zs Ev,BEV,Eligible,91,1203400,7,Budget,Short,4 Wheeler
104865,2019,Byd India,Iqube,BEV,Not Eligible,352,1539386,7,Midrange,Medium,2 Wheeler
104866,2019,Mahindra Electric,Atto 3,BEV,Eligible,429,3428353,7,Premium,Long,4 Wheeler
104867,2019,Mahindra Electric,450X,BEV,Eligible,236,1865618,7,Midrange,Medium,2 Wheeler
104868,2019,Ather Energy,450X,BEV,Eligible,190,1968417,7,Midrange,Short,2 Wheeler
104869,2019,Tvs Motor,Zs Ev,BEV,Eligible,326,3491667,7,Premium,Medium,4 Wheeler
104870,2019,Byd India,Xuv400,BEV,Eligible,183,1784975,7,Midrange,Short,4 Wheeler
104871,2019,Tata Motors,Xuv400,BEV,Not Eligible,448,1807285,7,Midrange,Long,4 Wheeler
104872,2019,Mahindra Electric,Iqube,BEV,Not Eligible,510,3731079,7,Premium,Long,2 Wheeler
104873,2019,Tvs Motor,S1 Pro,BEV,Not Eligible,180,2372114,7,Midrange,Short,2 Wheeler
104874,2019,Mahindra Electric,Kona Ev,BEV,Eligible,364,4040244,7,Premium,Medium,4 Wheeler
104875,2019,Byd India,Xuv400,BEV,Eligible,303,2117028,7,Midrange,Medium,4 Wheeler
104876,2019,Ola Electric,Kona Ev,BEV,Eligible,193,3412387,7,Premium,Short,4 Wheeler
104877,2019,Tvs Motor,450X,BEV,Eligible,485,3248158,7,Premium,Long,2 Wheeler
104878,2019,Hyundai Ev,450X,BEV,Eligible,454,2128125,7,Midrange,Long,2 Wheeler
104879,2019,Mg Motor India,Nexon Ev,BEV,Not Eligible,318,1691606,7,Midrange,Medium,4 Wheeler
104880,2019,Mg Motor India,Iqube,PHEV,Eligible,475,2967796,7,Midrange,Long,2 Wheeler
104881,2019,Mahindra Electric,Kona Ev,PHEV,Eligible,247,4062983,7,Premium,Medium,4 Wheeler
104882,2019,Hyundai Ev,S1 Pro,BEV,Not Eligible,141,3261825,7,Premium,Short,2 Wheeler
104883,2019,Tvs Motor,S1 Pro,BEV,Eligible,335,2364741,7,Midrange,Medium,2 Wheeler
104884,2019,Byd India,Iqube,BEV,Eligible,312,2709063,7,Midrange,Medium,2 Wheeler
104885,2019,Ola Electric,Nexon Ev,BEV,Eligible,515,3001582,7,Premium,Long,4 Wheeler
104886,2019,Ola Electric,Xuv400,BEV,Eligible,513,2293751,7,Midrange,Long,4 Wheeler
104887,2019,Hyundai Ev,Zs Ev,BEV,Eligible,348,1328357,7,Budget,Medium,4 Wheeler
104888,2019,Hyundai Ev,Xuv400,BEV,Eligible,338,3507981,7,Premium,Medium,4 Wheeler
104889,2019,Tata Motors,Xuv400,BEV,Eligible,114,3141942,7,Premium,Short,4 Wheeler
104890,2019,Byd India,Zs Ev,BEV,Eligible,174,1615327,7,Midrange,Short,4 Wheeler
104891,2019,Tvs Motor,Nexon Ev,BEV,Eligible,236,4050030,7,Premium,Medium,4 Wheeler
104892,2019,Ather Energy,Zs Ev,BEV,Eligible,162,4443356,7,Premium,Short,4 Wheeler
104893,2019,Ather Energy,Iqube,BEV,Eligible,350,1168889,7,Budget,Medium,2 Wheeler
104894,2019,Tata Motors,450X,BEV,Not Eligible,351,3693802,7,Premium,Medium,2 Wheeler
104895,2019,Ather Energy,450X,BEV,Eligible,216,3938986,7,Premium,Medium,2 Wheeler
104896,2019,Mg Motor India,Xuv400,BEV,Eligible,95,4380556,7,Premium,Short,4 Wheeler
104897,2019,Hyundai Ev,Kona Ev,BEV,Eligible,231,2123654,7,Midrange,Medium,4 Wheeler
104898,2019,Ola Electric,Atto 3,BEV,Eligible,128,1993956,7,Midrange,Short,4 Wheeler
104899,2019,Mg Motor India,Zs Ev,BEV,Eligible,345,3346594,7,Premium,Medium,4 Wheeler
104900,2019,Hyundai Ev,Xuv400,BEV,Eligible,141,1512403,7,Midrange,Short,4 Wheeler
104901,2019,Ather Energy,Atto 3,BEV,Eligible,114,2885512,7,Midrange,Short,4 Wheeler
104902,2019,Byd India,S1 Pro,BEV,Eligible,351,3919919,7,Premium,Medium,2 Wheeler
104903,2019,Hyundai Ev,S1 Pro,BEV,Not Eligible,293,1115287,7,Budget,Medium,2 Wheeler
104904,2019,Hyundai Ev,450X,BEV,Eligible,163,3127075,7,Premium,Short,2 Wheeler
104905,2019,Ola Electric,Xuv400,BEV,Eligible,207,3855080,7,Premium,Medium,4 Wheeler
104906,2019,Tata Motors,450X,BEV,Eligible,111,1842291,7,Midrange,Short,2 Wheeler
104907,2019,Mg Motor India,Kona Ev,BEV,Eligible,246,3954175,7,Premium,Medium,4 Wheeler
104908,2019,Ather Energy,Atto 3,BEV,Eligible,446,2711025,7,Midrange,Long,4 Wheeler
104909,2019,Ola Electric,Xuv400,BEV,Eligible,239,2207734,7,Midrange,Medium,4 Wheeler
104910,2019,Ather Energy,Atto 3,BEV,Not Eligible,512,3685363,7,Premium,Long,4 Wheeler
104911,2019,Tvs Motor,S1 Pro,BEV,Eligible,352,1358407,7,Budget,Medium,2 Wheeler
104912,2019,Ola Electric,Atto 3,BEV,Not Eligible,210,1371426,7,Budget,Medium,4 Wheeler
104913,2019,Tvs Motor,S1 Pro,BEV,Not Eligible,99,1686012,7,Midrange,Short,2 Wheeler
104914,2019,Tata Motors,Kona Ev,BEV,Eligible,122,1481566,7,Budget,Short,4 Wheeler
104915,2019,Ola Electric,Iqube,BEV,Not Eligible,309,3573372,7,Premium,Medium,2 Wheeler
104916,2019,Mg Motor India,S1 Pro,PHEV,Eligible,100,2395579,7,Midrange,Short,2 Wheeler
104917,2019,Ola Electric,Atto 3,BEV,Not Eligible,355,2014344,7,Midrange,Medium,4 Wheeler
104918,2019,Tvs Motor,S1 Pro,PHEV,Not Eligible,495,2926029,7,Midrange,Long,2 Wheeler
104919,2019,Byd India,Atto 3,BEV,Eligible,497,3981364,7,Premium,Long,4 Wheeler
104920,2019,Ola Electric,Zs Ev,BEV,Eligible,437,2361189,7,Midrange,Long,4 Wheeler
104921,2019,Ola Electric,Kona Ev,BEV,Eligible,504,3159016,7,Premium,Long,4 Wheeler
104922,2019,Mg Motor India,Atto 3,PHEV,Eligible,331,3927276,7,Premium,Medium,4 Wheeler
104923,2019,Mahindra Electric,Atto 3,BEV,Eligible,87,3149750,7,Premium,Short,4 Wheeler
104924,2019,Mg Motor India,Zs Ev,BEV,Not Eligible,236,1319861,7,Budget,Medium,4 Wheeler
104925,2019,Hyundai Ev,450X,BEV,Eligible,343,3913509,7,Premium,Medium,2 Wheeler
104926,2019,Ather Energy,Iqube,PHEV,Eligible,399,1559358,7,Midrange,Medium,2 Wheeler
104927,2019,Hyundai Ev,Iqube,BEV,Eligible,174,4060044,7,Premium,Short,2 Wheeler
104928,2019,Mahindra Electric,Kona Ev,BEV,Eligible,226,1112249,7,Budget,Medium,4 Wheeler
104929,2019,Tata Motors,Zs Ev,PHEV,Eligible,440,2299017,7,Midrange,Long,4 Wheeler
104930,2019,Mg Motor India,Kona Ev,BEV,Eligible,413,2018999,7,Midrange,Long,4 Wheeler
104931,2019,Hyundai Ev,Atto 3,BEV,Eligible,418,3056995,7,Premium,Long,4 Wheeler
104932,2019,Ather Energy,S1 Pro,BEV,Eligible,132,3435313,7,Premium,Short,2 Wheeler
104933,2019,Mg Motor India,Xuv400,BEV,Not Eligible,370,3077271,7,Premium,Medium,4 Wheeler
104934,2019,Ola Electric,450X,BEV,Eligible,130,3511970,7,Premium,Short,2 Wheeler
104935,2019,Mahindra Electric,Atto 3,BEV,Eligible,390,2045004,7,Midrange,Medium,4 Wheeler
104936,2019,Ola Electric,Nexon Ev,BEV,Eligible,275,1705912,7,Midrange,Medium,4 Wheeler
104937,2019,Byd India,S1 Pro,BEV,Eligible,311,1415643,7,Budget,Medium,2 Wheeler
104938,2019,Ola Electric,450X,BEV,Eligible,81,2974068,7,Midrange,Short,2 Wheeler
104939,2019,Hyundai Ev,Zs Ev,BEV,Not Eligible,122,1205289,7,Budget,Short,4 Wheeler
104940,2019,Ather Energy,Kona Ev,BEV,Eligible,468,3506277,7,Premium,Long,4 Wheeler
104941,2019,Byd India,Kona Ev,BEV,Eligible,162,3319188,7,Premium,Short,4 Wheeler
104942,2019,Mg Motor India,Kona Ev,BEV,Eligible,267,1903566,7,Midrange,Medium,4 Wheeler
104943,2019,Mg Motor India,Atto 3,BEV,Eligible,276,3188885,7,Premium,Medium,4 Wheeler
104944,2019,Tvs Motor,Atto 3,BEV,Not Eligible,298,3042404,7,Premium,Medium,4 Wheeler
104945,2019,Tata Motors,Iqube,PHEV,Eligible,366,4211136,7,Premium,Medium,2 Wheeler
104946,2019,Hyundai Ev,Nexon Ev,PHEV,Eligible,503,3001661,7,Premium,Long,4 Wheeler
104947,2019,Ather Energy,Zs Ev,BEV,Eligible,467,3090300,7,Premium,Long,4 Wheeler
104948,2019,Byd India,Atto 3,BEV,Eligible,168,4105017,7,Premium,Short,4 Wheeler
104949,2019,Mg Motor India,Kona Ev,BEV,Eligible,494,1755193,7,Midrange,Long,4 Wheeler
104950,2019,Ather Energy,450X,BEV,Eligible,114,3857982,7,Premium,Short,2 Wheeler
104951,2019,Hyundai Ev,S1 Pro,BEV,Eligible,440,2656870,7,Midrange,Long,2 Wheeler
104952,2019,Mg Motor India,Atto 3,BEV,Eligible,92,2777392,7,Midrange,Short,4 Wheeler
104953,2019,Tata Motors,Zs Ev,BEV,Eligible,221,3561259,7,Premium,Medium,4 Wheeler
104954,2019,Tata Motors,450X,BEV,Not Eligible,479,2623969,7,Midrange,Long,2 Wheeler
104955,2019,Ola Electric,Kona Ev,BEV,Not Eligible,202,1568838,7,Midrange,Medium,4 Wheeler
104956,2019,Hyundai Ev,Iqube,BEV,Eligible,400,1988284,7,Midrange,Long,2 Wheeler
104957,2019,Tvs Motor,S1 Pro,BEV,Eligible,250,4072086,7,Premium,Medium,2 Wheeler
104958,2019,Tata Motors,Atto 3,BEV,Not Eligible,337,2504211,7,Midrange,Medium,4 Wheeler
104959,2019,Mahindra Electric,Xuv400,BEV,Eligible,384,2586768,7,Midrange,Medium,4 Wheeler
104960,2019,Ather Energy,Zs Ev,BEV,Not Eligible,416,4015581,7,Premium,Long,4 Wheeler
104961,2019,Mg Motor India,Iqube,BEV,Eligible,514,1469824,7,Budget,Long,2 Wheeler
104962,2019,Byd India,450X,BEV,Eligible,266,3122792,7,Premium,Medium,2 Wheeler
104963,2019,Tvs Motor,Iqube,BEV,Eligible,482,2971963,7,Midrange,Long,2 Wheeler
104964,2019,Mahindra Electric,Iqube,BEV,Eligible,471,2173147,7,Midrange,Long,2 Wheeler
104965,2019,Ather Energy,Nexon Ev,BEV,Eligible,467,1535091,7,Midrange,Long,4 Wheeler
104966,2019,Byd India,Xuv400,BEV,Eligible,123,4017223,7,Premium,Short,4 Wheeler
104967,2019,Mg Motor India,Xuv400,BEV,Not Eligible,95,3404259,7,Premium,Short,4 Wheeler
104968,2019,Tata Motors,Zs Ev,BEV,Eligible,410,2675284,7,Midrange,Long,4 Wheeler
104969,2019,Ola Electric,Zs Ev,BEV,Not Eligible,318,1846081,7,Midrange,Medium,4 Wheeler
104970,2019,Tvs Motor,Iqube,BEV,Eligible,128,3462556,7,Premium,Short,2 Wheeler
104971,2019,Mahindra Electric,Kona Ev,PHEV,Eligible,142,2420209,7,Midrange,Short,4 Wheeler
104972,2019,Ather Energy,Nexon Ev,BEV,Eligible,237,2285946,7,Midrange,Medium,4 Wheeler
104973,2019,Ather Energy,Iqube,PHEV,Eligible,104,916049,7,Budget,Short,2 Wheeler
104974,2019,Tvs Motor,Kona Ev,BEV,Not Eligible,487,2745150,7,Midrange,Long,4 Wheeler
104975,2019,Mg Motor India,Xuv400,BEV,Eligible,292,1385341,7,Budget,Medium,4 Wheeler
104976,2019,Ola Electric,Atto 3,BEV,Eligible,327,1334500,7,Budget,Medium,4 Wheeler
104977,2019,Ola Electric,Xuv400,BEV,Eligible,236,1080482,7,Budget,Medium,4 Wheeler
104978,2019,Tvs Motor,450X,BEV,Eligible,83,2493912,7,Midrange,Short,2 Wheeler
104979,2019,Tvs Motor,Iqube,BEV,Eligible,360,3562209,7,Premium,Medium,2 Wheeler
104980,2019,Tata Motors,Kona Ev,BEV,Eligible,206,3598135,7,Premium,Medium,4 Wheeler
104981,2019,Tata Motors,Kona Ev,BEV,Not Eligible,313,1270209,7,Budget,Medium,4 Wheeler
104982,2019,Ather Energy,Nexon Ev,BEV,Eligible,471,4081117,7,Premium,Long,4 Wheeler
104983,2019,Mg Motor India,Nexon Ev,BEV,Not Eligible,492,2381002,7,Midrange,Long,4 Wheeler
104984,2019,Ather Energy,Zs Ev,BEV,Eligible,392,2364310,7,Midrange,Medium,4 Wheeler
104985,2019,Ola Electric,S1 Pro,BEV,Eligible,327,3258130,7,Premium,Medium,2 Wheeler
104986,2019,Byd India,Nexon Ev,BEV,Eligible,103,1691084,7,Midrange,Short,4 Wheeler
104987,2019,Tata Motors,Iqube,BEV,Eligible,420,1450621,7,Budget,Long,2 Wheeler
104988,2019,Byd India,Xuv400,PHEV,Eligible,297,2017885,7,Midrange,Medium,4 Wheeler
104989,2019,Hyundai Ev,Zs Ev,BEV,Eligible,494,4332732,7,Premium,Long,4 Wheeler
104990,2019,Ather Energy,Nexon Ev,BEV,Eligible,154,3287834,7,Premium,Short,4 Wheeler
104991,2019,Ather Energy,Iqube,BEV,Eligible,322,2912265,7,Midrange,Medium,2 Wheeler
104992,2019,Byd India,450X,BEV,Eligible,259,2047332,7,Midrange,Medium,2 Wheeler
104993,2019,Mg Motor India,Kona Ev,BEV,Eligible,150,3400765,7,Premium,Short,4 Wheeler
104994,2019,Hyundai Ev,Zs Ev,BEV,Eligible,299,1140671,7,Budget,Medium,4 Wheeler
104995,2019,Tata Motors,Nexon Ev,BEV,Eligible,324,3934833,7,Premium,Medium,4 Wheeler
104996,2019,Mg Motor India,Xuv400,BEV,Not Eligible,378,4273321,7,Premium,Medium,4 Wheeler
104997,2019,Tata Motors,Atto 3,PHEV,Not Eligible,132,1685195,7,Midrange,Short,4 Wheeler
104998,2019,Tata Motors,S1 Pro,BEV,Eligible,386,2170176,7,Midrange,Medium,2 Wheeler
104999,2019,Hyundai Ev,Kona Ev,PHEV,Not Eligible,506,2372901,7,Midrange,Long,4 Wheeler
105000,2019,Tata Motors,Kona Ev,BEV,Eligible,224,2151656,7,Midrange,Medium,4 Wheeler
105001,2019,Ather Energy,Nexon Ev,BEV,Eligible,413,1196579,7,Budget,Long,4 Wheeler
105002,2019,Tata Motors,Zs Ev,BEV,Eligible,224,2416917,7,Midrange,Medium,4 Wheeler
105003,2019,Hyundai Ev,Atto 3,BEV,Eligible,227,3051863,7,Premium,Medium,4 Wheeler
105004,2019,Mahindra Electric,Kona Ev,BEV,Not Eligible,362,1798202,7,Midrange,Medium,4 Wheeler
105005,2019,Hyundai Ev,Zs Ev,BEV,Eligible,420,2798254,7,Midrange,Long,4 Wheeler
105006,2019,Mahindra Electric,S1 Pro,PHEV,Eligible,518,4260452,7,Premium,Long,2 Wheeler
105007,2019,Tvs Motor,Iqube,BEV,Eligible,182,2710919,7,Midrange,Short,2 Wheeler
105008,2019,Ather Energy,Nexon Ev,BEV,Eligible,334,3510491,7,Premium,Medium,4 Wheeler
105009,2019,Hyundai Ev,Iqube,BEV,Eligible,512,3914073,7,Premium,Long,2 Wheeler
105010,2019,Tata Motors,Kona Ev,PHEV,Not Eligible,374,3665241,7,Premium,Medium,4 Wheeler
105011,2019,Tvs Motor,Atto 3,BEV,Eligible,346,3097789,7,Premium,Medium,4 Wheeler
105012,2019,Ather Energy,Iqube,BEV,Eligible,505,1046601,7,Budget,Long,2 Wheeler
105013,2019,Mahindra Electric,450X,BEV,Eligible,280,3796460,7,Premium,Medium,2 Wheeler
105014,2019,Hyundai Ev,450X,BEV,Eligible,444,2311671,7,Midrange,Long,2 Wheeler
105015,2019,Ather Energy,Iqube,BEV,Eligible,447,1510021,7,Midrange,Long,2 Wheeler
105016,2019,Tvs Motor,Zs Ev,BEV,Eligible,91,2889073,7,Midrange,Short,4 Wheeler
105017,2019,Mg Motor India,Iqube,BEV,Not Eligible,481,3928403,7,Premium,Long,2 Wheeler
105018,2019,Ather Energy,S1 Pro,BEV,Eligible,81,2826626,7,Midrange,Short,2 Wheeler
105019,2019,Byd India,Atto 3,BEV,Eligible,415,2902215,7,Midrange,Long,4 Wheeler
105020,2019,Hyundai Ev,Nexon Ev,PHEV,Not Eligible,454,2559122,7,Midrange,Long,4 Wheeler
105021,2019,Ather Energy,Iqube,BEV,Eligible,336,2940521,7,Midrange,Medium,2 Wheeler
105022,2019,Byd India,Kona Ev,BEV,Eligible,410,3306646,7,Premium,Long,4 Wheeler
105023,2019,Byd India,Nexon Ev,BEV,Eligible,322,1024717,7,Budget,Medium,4 Wheeler
105024,2019,Byd India,Atto 3,BEV,Not Eligible,223,3813304,7,Premium,Medium,4 Wheeler
105025,2019,Mg Motor India,Kona Ev,BEV,Eligible,224,4400940,7,Premium,Medium,4 Wheeler
105026,2019,Hyundai Ev,S1 Pro,BEV,Not Eligible,329,3652653,7,Premium,Medium,2 Wheeler
105027,2019,Tvs Motor,Iqube,PHEV,Eligible,80,3975080,7,Premium,Short,2 Wheeler
105028,2019,Tata Motors,Iqube,BEV,Eligible,381,3915305,7,Premium,Medium,2 Wheeler
105029,2019,Tvs Motor,Xuv400,BEV,Eligible,516,3883242,7,Premium,Long,4 Wheeler
105030,2019,Ola Electric,S1 Pro,BEV,Eligible,90,2901454,7,Midrange,Short,2 Wheeler
105031,2019,Byd India,Zs Ev,BEV,Eligible,358,2618563,7,Midrange,Medium,4 Wheeler
105032,2019,Mg Motor India,S1 Pro,BEV,Eligible,260,2693807,7,Midrange,Medium,2 Wheeler
105033,2019,Tata Motors,Nexon Ev,BEV,Eligible,417,3985290,7,Premium,Long,4 Wheeler
105034,2019,Mg Motor India,S1 Pro,BEV,Not Eligible,188,3312133,7,Premium,Short,2 Wheeler
105035,2019,Mahindra Electric,S1 Pro,BEV,Eligible,99,2672578,7,Midrange,Short,2 Wheeler
105036,2019,Ather Energy,Kona Ev,BEV,Eligible,383,2538045,7,Midrange,Medium,4 Wheeler
105037,2019,Ather Energy,Atto 3,PHEV,Eligible,334,2404140,7,Midrange,Medium,4 Wheeler
105038,2019,Ola Electric,Iqube,BEV,Not Eligible,333,1009419,7,Budget,Medium,2 Wheeler
105039,2019,Mg Motor India,Xuv400,BEV,Eligible,370,976407,7,Budget,Medium,4 Wheeler
105040,2019,Ola Electric,Kona Ev,BEV,Eligible,511,4392404,7,Premium,Long,4 Wheeler
105041,2019,Tata Motors,Nexon Ev,PHEV,Eligible,259,3460592,7,Premium,Medium,4 Wheeler
105042,2019,Tvs Motor,Nexon Ev,BEV,Not Eligible,485,2453369,7,Midrange,Long,4 Wheeler
105043,2019,Ather Energy,450X,BEV,Eligible,445,1392427,7,Budget,Long,2 Wheeler
105044,2019,Ola Electric,Xuv400,PHEV,Eligible,478,3691231,7,Premium,Long,4 Wheeler
105045,2019,Hyundai Ev,450X,BEV,Not Eligible,472,1354039,7,Budget,Long,2 Wheeler
105046,2019,Mahindra Electric,450X,BEV,Eligible,182,3527809,7,Premium,Short,2 Wheeler
105047,2019,Ola Electric,Nexon Ev,BEV,Not Eligible,482,925692,7,Budget,Long,4 Wheeler
105048,2019,Mg Motor India,S1 Pro,PHEV,Not Eligible,260,2625671,7,Midrange,Medium,2 Wheeler
105049,2019,Tata Motors,Zs Ev,BEV,Not Eligible,177,3533461,7,Premium,Short,4 Wheeler
105050,2019,Tata Motors,S1 Pro,BEV,Eligible,87,2464527,7,Midrange,Short,2 Wheeler
105051,2019,Ather Energy,Iqube,BEV,Eligible,336,1897890,7,Midrange,Medium,2 Wheeler
105052,2019,Mahindra Electric,450X,BEV,Eligible,517,3215963,7,Premium,Long,2 Wheeler
105053,2019,Byd India,Atto 3,BEV,Eligible,434,3123249,7,Premium,Long,4 Wheeler
105054,2019,Hyundai Ev,450X,BEV,Eligible,399,2547306,7,Midrange,Medium,2 Wheeler
105055,2019,Ola Electric,Nexon Ev,BEV,Eligible,474,3093593,7,Premium,Long,4 Wheeler
105056,2019,Mg Motor India,Nexon Ev,PHEV,Eligible,153,3373443,7,Premium,Short,4 Wheeler
105057,2019,Tvs Motor,Zs Ev,BEV,Not Eligible,438,4076689,7,Premium,Long,4 Wheeler
105058,2019,Tvs Motor,Iqube,BEV,Eligible,446,2705767,7,Midrange,Long,2 Wheeler
105059,2019,Tata Motors,Nexon Ev,BEV,Not Eligible,485,2971508,7,Midrange,Long,4 Wheeler
105060,2019,Tvs Motor,Atto 3,BEV,Eligible,233,3089545,7,Premium,Medium,4 Wheeler
105061,2019,Tata Motors,450X,BEV,Eligible,257,3458046,7,Premium,Medium,2 Wheeler
105062,2019,Mg Motor India,Xuv400,PHEV,Not Eligible,182,1183655,7,Budget,Short,4 Wheeler
105063,2019,Tata Motors,Nexon Ev,BEV,Eligible,311,4400132,7,Premium,Medium,4 Wheeler
105064,2019,Tvs Motor,Iqube,BEV,Eligible,197,1728932,7,Midrange,Short,2 Wheeler
105065,2019,Tata Motors,Iqube,BEV,Eligible,249,3371396,7,Premium,Medium,2 Wheeler
105066,2019,Mahindra Electric,Xuv400,BEV,Eligible,206,3668027,7,Premium,Medium,4 Wheeler
105067,2019,Mg Motor India,Atto 3,BEV,Eligible,346,3543537,7,Premium,Medium,4 Wheeler
105068,2019,Tata Motors,Xuv400,BEV,Eligible,257,4329752,7,Premium,Medium,4 Wheeler
105069,2019,Byd India,Xuv400,BEV,Eligible,138,1943180,7,Midrange,Short,4 Wheeler
105070,2019,Ola Electric,Iqube,PHEV,Eligible,481,3310554,7,Premium,Long,2 Wheeler
105071,2019,Mg Motor India,450X,BEV,Not Eligible,472,3550271,7,Premium,Long,2 Wheeler
105072,2019,Ola Electric,Zs Ev,BEV,Eligible,478,2986662,7,Midrange,Long,4 Wheeler
105073,2019,Ather Energy,Nexon Ev,BEV,Eligible,330,2379154,7,Midrange,Medium,4 Wheeler
105074,2019,Tvs Motor,450X,BEV,Eligible,217,2646974,7,Midrange,Medium,2 Wheeler
105075,2019,Tata Motors,Atto 3,BEV,Eligible,432,1561874,7,Midrange,Long,4 Wheeler
105076,2019,Hyundai Ev,Kona Ev,BEV,Eligible,397,1319040,7,Budget,Medium,4 Wheeler
105077,2019,Byd India,Zs Ev,BEV,Eligible,97,4125102,7,Premium,Short,4 Wheeler
105078,2019,Tata Motors,Atto 3,BEV,Not Eligible,358,1884445,7,Midrange,Medium,4 Wheeler
105079,2019,Mg Motor India,450X,PHEV,Eligible,392,1952025,7,Midrange,Medium,2 Wheeler
105080,2019,Tvs Motor,450X,BEV,Eligible,200,3457269,7,Premium,Medium,2 Wheeler
105081,2019,Tata Motors,Iqube,BEV,Eligible,514,1989392,7,Midrange,Long,2 Wheeler
105082,2019,Hyundai Ev,Iqube,BEV,Eligible,473,2661256,7,Midrange,Long,2 Wheeler
105083,2019,Ather Energy,Kona Ev,BEV,Eligible,481,972771,7,Budget,Long,4 Wheeler
105084,2019,Mahindra Electric,Atto 3,BEV,Not Eligible,191,3847123,7,Premium,Short,4 Wheeler
105085,2019,Ola Electric,Kona Ev,BEV,Eligible,343,3433218,7,Premium,Medium,4 Wheeler
105086,2019,Mahindra Electric,Kona Ev,BEV,Eligible,483,1839501,7,Midrange,Long,4 Wheeler
105087,2019,Mahindra Electric,450X,BEV,Eligible,505,4279716,7,Premium,Long,2 Wheeler
105088,2019,Ola Electric,Xuv400,BEV,Eligible,172,4007134,7,Premium,Short,4 Wheeler
105089,2019,Tata Motors,Iqube,BEV,Eligible,378,1852315,7,Midrange,Medium,2 Wheeler
105090,2019,Tvs Motor,Iqube,BEV,Eligible,211,1013195,7,Budget,Medium,2 Wheeler
105091,2019,Tvs Motor,S1 Pro,BEV,Eligible,345,976810,7,Budget,Medium,2 Wheeler
105092,2019,Tvs Motor,Iqube,BEV,Eligible,258,4488427,7,Premium,Medium,2 Wheeler
105093,2019,Tata Motors,Nexon Ev,BEV,Eligible,372,3904384,7,Premium,Medium,4 Wheeler
105094,2019,Byd India,Nexon Ev,BEV,Eligible,428,3903480,7,Premium,Long,4 Wheeler
105095,2019,Mg Motor India,Xuv400,PHEV,Eligible,406,2979707,7,Midrange,Long,4 Wheeler
105096,2019,Tvs Motor,Xuv400,BEV,Eligible,214,3799822,7,Premium,Medium,4 Wheeler
105097,2019,Byd India,450X,BEV,Eligible,244,2699707,7,Midrange,Medium,2 Wheeler
105098,2019,Mahindra Electric,Atto 3,BEV,Not Eligible,248,1844919,7,Midrange,Medium,4 Wheeler
105099,2019,Mahindra Electric,Zs Ev,BEV,Eligible,498,1311126,7,Budget,Long,4 Wheeler
105100,2019,Tata Motors,Atto 3,BEV,Eligible,513,1164692,7,Budget,Long,4 Wheeler
105101,2019,Ola Electric,S1 Pro,BEV,Eligible,241,1068602,7,Budget,Medium,2 Wheeler
